GENENAME	Adrenal4.a.s	Adrenal4.c.s	Adrenal4.d.s	Thryoid5.a.s	Thyroid5.b.s	Thyroid5.c.s	Thyroid5.d.s
CLIP4	627	559	605	3921	1643	0	1873
ALK	34	33	33	19	22	0	2
AC106899.1	0	0	0	0	0	0	0
RN7SL516P	0	0	0	0	0	0	0
AC106870.1	0	0	0	0	0	0	0
AC106870.2	0	0	0	0	0	0	0
AC016907.3	7	1	1	3	10	2	4
AC016907.1	0	0	0	0	0	0	0
AC016907.2	0	0	0	0	0	0	0
YPEL5	2457	1831	2176	1742	1750	0	2364
SNORA64	0	0	0	0	1	13	1
AC104698.2	0	0	0	0	0	0	0
LBH	134	135	147	1138	683	0	583
AC104698.1	0	0	0	0	0	0	0
AC109642.1	10	0	6	225	218	0	198
AC073255.1	0	0	0	0	0	0	0
LCLAT1	208	166	193	826	445	0	567
CAPN13	1	5	2	0	4	15	0
AC092569.2	0	0	0	0	0	0	0
GALNT14	65	53	47	10	60	0	7
AC009305.1	0	0	0	0	0	0	0
AC009305.2	0	0	0	0	0	0	0
CAPN14	0	2	1	0	1	0	1
RNA5SP90	0	0	0	0	0	0	0
EHD3	562	326	514	127	253	0	137
AL121657.4	0	0	0	0	0	0	0
XDH	1	3	3	56	7	0	30
SRD5A2	1	1	2	1	0	0	0
AL133247.2	0	0	0	0	0	0	0
AL133247.3	0	0	0	0	0	0	0
AL133249.1	0	0	0	0	0	1	0
AL121652.2	0	0	0	0	0	0	0
KRT18P52	0	0	0	0	2	0	1
AL121652.3	0	0	0	0	0	0	0
AK2P2	0	0	0	0	0	0	0
DPY30	591	347	467	504	341	0	454
MEMO1	5	2	10	1	1	2	5
AL121652.1	0	0	0	0	0	27	0
CTC-336P14.1	8	4	3	4	4	0	2
SPAST	365	284	496	709	495	45	649
AL121655.1	0	0	0	0	0	1	0
SLC30A6	559	545	658	1084	696	53	876
DDX50P1	28	26	19	43	49	0	46
NLRC4	58	42	97	11	20	115	24
YIPF4	1141	909	1167	2090	1435	214	1641
BIRC6	1273	1364	1859	2564	2674	72	3015
BIRC6-AS1	0	0	0	0	0	1	0
MIR558	0	0	0	0	0	0	0
TTC27	292	211	239	491	451	0	415
MIR4765	0	0	0	0	0	0	1
LINC00486	0	1	0	1	0	0	0
AL121656.5	0	0	0	0	0	0	0
LTBP1	996	871	1061	725	170	129	302
AL133244.1	0	0	0	0	0	0	0
RNA5SP91	0	0	0	0	0	0	0
RNA5SP92	0	0	0	0	0	0	0
RASGRP3	117	143	177	503	545	0	569
AC020594.5	0	1	0	3	3	0	2
FAM98A	853	930	911	945	833	0	995
ATP6V0E1P3	0	0	0	0	0	0	0
AC093393.2	0	1	0	1	0	0	0
AC009499.1	0	0	0	0	0	0	0
MYADML	0	0	0	0	0	0	0
AC069303.1	0	0	0	0	0	0	0
SLC25A5P2	44	34	45	67	35	0	27
AC097506.1	0	0	0	0	0	0	0
AC009499.2	0	0	0	0	0	0	0
AC073218.1	0	0	0	0	0	1	0
AC011748.1	0	0	0	0	0	0	0
AC073218.2	0	0	0	1	0	0	0
AC073218.3	0	0	0	0	0	0	0
AC012593.1	0	0	0	0	0	0	0
RN7SL602P	0	0	0	0	0	0	0
AC019064.1	0	0	0	0	0	0	0
AC013442.1	0	0	0	0	0	0	0
MIR548AD	0	0	0	0	0	0	0
AC083939.1	0	0	0	0	0	0	0
MRPL50P1	0	0	0	0	0	0	0
AC009414.1	0	0	0	0	0	1	0
RP11-490M8.1	19	9	9	11	11	0	7
CRIM1	1315	1040	1233	4048	3421	71	2717
AC007401.2	0	0	2	0	2	6	3
FEZ2	1176	856	972	675	503	10	707
AC007401.1	0	0	0	0	0	0	0
RP11-294L11.1	0	0	0	0	0	15	0
VIT	31	13	52	3	1	29	112
AC007382.1	5	2	6	9	0	0	5
STRN	532	606	759	1210	647	130	968
HEATR5B	795	728	891	1144	1113	154	1310
GPATCH11	370	279	362	374	255	55	546
EIF2AK2	1008	1006	1505	1810	1363	0	1729
AC007899.3	1	0	0	0	0	0	0
SULT6B1	0	0	0	0	0	0	0
AC007390.4	0	0	0	0	0	0	0
AC007390.5	972	675	788	798	629	0	845
CEBPZ	1057	1159	1060	1248	746	0	979
AC007390.6	5	5	5	8	11	0	15
NDUFAF7	452	395	421	231	173	0	222
PRKD3	1365	1327	1314	1053	969	0	1170
AC007391.2	1	0	0	2	1	0	0
QPCT	3823	2238	2378	38	123	2	78
AC006369.2	0	0	0	0	0	0	0
CDC42EP3	531	325	519	1405	468	0	471
AC006369.3	0	0	0	0	0	6	0
AC010878.3	79	85	56	110	82	0	92
LINC00211	0	1	0	0	1	0	0
RMDN2	1021	856	824	116	133	11	178
RMDN2-AS1	0	0	3	0	0	2	0
CYP1B1	734	1012	802	124	40	1913	188
CYP1B1-AS1	28	9	10	3	3	1	3
AC009229.6	0	0	0	1	0	0	2
AC009229.5	0	0	0	3	0	2	0
AC009229.4	0	1	1	0	0	1	0
GAPDHP25	0	0	0	0	0	0	0
ATL2	1571	1488	1176	1751	2249	153	2604
AC016995.3	10	7	4	11	7	2	13
AC093822.1	0	0	0	0	0	0	0
RPLP0P6	6231	5153	5538	10136	8750	0	5792
RP11-541E12.1	0	1	1	0	1	0	0
HNRPLL	728	885	632	1219	697	3	1040
AC011247.3	1	1	1	1	4	0	2
GALM	2218	1654	1925	508	336	0	653
AC074366.3	0	0	0	0	0	0	0
SRSF7	2142	2242	1716	1795	1271	10	2216
GEMIN6	110	95	102	81	67	119	96
TTC39DP	1	0	0	0	3	15	0
AC018693.5	0	0	0	0	0	31	0
DHX57	396	408	406	512	479	10	649
ASS1P2	5	2	1	0	3	0	4
AC018693.6	0	0	0	0	0	0	0
MORN2	284	200	209	250	238	0	365
ARHGEF33	59	39	51	18	21	0	17
RN7SL96P	0	0	0	0	0	0	0
AC019171.1	4	0	0	0	3	0	1
SOS1	836	816	1153	1675	1666	388	2060
SOS1-IT1	29	18	23	26	33	0	44
AC019171.4	0	0	0	0	0	75	0
CDKL4	8	3	2	0	1	0	1
MAP4K3	1101	845	961	1497	1138	122	1819
AC007246.3	151	84	119	118	86	4	133
TMEM178A	133	94	39	28	143	0	136
THUMPD2	212	143	127	195	179	0	278
SLC8A1-AS1	0	1	3	0	1	0	1
AC007253.1	0	0	0	0	0	0	0
SLC8A1	331	424	428	26	120	1	131
AC007377.1	0	0	0	0	0	0	0
AC007317.1	0	0	0	0	0	0	0
AC009223.2	0	0	0	0	0	0	0
AC009223.1	0	0	0	0	0	0	0
AC010739.1	0	0	0	0	0	0	0
snoZ247	0	0	0	0	0	0	0
LDHAP3	24	18	33	29	7	0	14
AC009413.2	1	1	0	1	0	1	0
RNU4-63P	0	0	0	0	0	0	0
AC104654.1	0	0	0	0	0	0	0
AC104654.2	17	4	5	0	0	0	2
C2orf91	15	14	12	0	0	0	1
AC013480.2	0	1	0	1	0	0	0
PKDCC	749	705	752	39	101	82	198
AC083949.1	0	1	0	0	0	0	0
EML4	1328	1596	1396	2600	1976	0	2033
COX7A2L	3226	2187	2587	1701	1255	2	1363
AC006038.4	0	1	2	0	0	0	1
SNORD75	0	0	0	0	0	0	0
KCNG3	46	54	48	1	0	0	0
AC025750.6	0	0	0	0	0	0	0
AC025750.5	0	0	0	0	0	0	0
MTA3	1393	1061	1342	538	460	15	537
AC025750.7	0	0	0	0	0	0	0
AC074375.1	0	0	0	0	0	0	0
OXER1	15	9	15	2	20	2	3
HAAO	110	75	85	32	139	0	63
FTOP1	6	0	1	6	11	0	5
AC098824.6	3	9	7	19	7	0	17
AC016735.1	0	0	0	0	0	39	1
AC016735.2	2	1	1	1	1	1	4
AC016735.3	0	0	0	0	0	0	0
AC093609.1	7	4	11	4	2	0	17
THADA	462	471	505	959	1038	281	955
ZFP36L2	4951	5241	7301	3243	4477	1	11086
AC010883.5	3	3	0	2	13	0	6
PLEKHH2	344	234	242	494	364	6	588
AC011242.6	36	13	4	14	7	0	27
AC011242.5	0	0	0	1	0	0	0
RN7SKP66	0	0	0	0	0	0	0
DYNC2LI1	511	331	295	603	516	0	581
ABCG5	11	1	13	0	0	6	1
ABCG8	3	4	4	0	0	0	0
LRPPRC	2284	2550	2913	5272	2341	202	2518
AC019129.1	0	0	0	1	0	0	0
AC019129.2	0	0	0	0	0	0	0
PPM1B	959	830	867	1270	756	1	1097
AC013717.3	0	1	0	0	0	0	0
SLC3A1	5	5	2	2	4	0	6
PREPL	2315	2205	2163	3822	2229	2	2807
CAMKMT	91	56	69	109	85	0	108
AC067957.1	0	0	0	0	0	0	0
RP11-89K21.1	0	0	0	0	0	1	0
SIX3-AS1	0	0	0	0	0	0	0
SIX3	0	0	0	0	0	0	0
AC012354.6	0	0	0	0	0	0	0
AC012354.8	102	51	62	63	45	0	48
SIX2	6	2	1	3	8	0	5
AC093702.1	0	0	0	0	0	0	0
AC009236.1	0	0	0	0	0	0	0
AC009236.2	0	0	0	0	0	0	0
SRBD1	293	250	331	718	509	1	617
RN7SL414P	0	0	0	0	0	0	0
PRKCE	425	376	473	414	272	4	342
U51244.2	0	0	0	0	0	0	0
AC017078.1	0	0	0	0	1	0	0
AC017006.2	0	0	0	0	0	0	0
AC017006.3	0	0	0	0	0	0	0
AC016696.1	0	0	0	0	0	0	0
EPAS1	4733	4575	3761	8737	9498	141	10483
AC016912.3	0	0	0	0	0	0	0
TMEM247	0	0	0	0	0	1	1
RN7SL817P	0	0	0	0	0	0	0
ATP6V1E2	72	71	79	204	153	141	144
RP11-417F21.2	1	0	0	0	1	0	0
RHOQ	1015	861	1024	1595	886	0	1689
RP11-417F21.1	10	20	14	5	13	0	14
PIGF	223	180	194	196	145	0	236
CRIPT	348	247	268	342	163	0	289
SOCS5	785	616	670	1151	511	1	706
RP11-333I13.1	2	1	2	0	1	95	0
AC016722.1	2	0	2	0	1	67	1
AC016722.2	8	8	6	4	0	106	6
AC016722.3	1	0	0	0	0	0	1
AC016722.4	25	15	17	29	26	0	39
MCFD2	6948	7621	10123	9950	4583	0	6751
TTC7A	1131	1160	1624	1050	1018	3	973
AC093732.1	1	3	1	0	2	0	1
CALM2	10843	8088	9033	7787	4311	14	7052
AC073283.7	3	1	0	1	0	0	1
C2orf61	1	0	0	0	2	1	0
AC073283.4	4	2	3	10	18	1	6
AC106869.2	36	27	9	2	1	0	1
BCYRN1	3	12	8	11	18	7	21
EPCAM	359	176	194	6264	4356	0	6735
RN7SKP119	0	0	2	0	0	0	0
MIR559	0	0	0	0	3	0	0
MSH2	343	283	432	602	812	2	1011
AC138655.6	1	1	1	1	0	0	1
KCNK12	11	8	7	0	0	2	1
AC138655.4	0	3	2	1	1	0	0
AC138655.1	2	0	0	0	0	408	0
AC079250.1	9	3	6	5	5	0	7
AC006509.6	0	0	0	0	0	0	0
AC006509.4	0	0	0	0	0	0	0
AC006509.7	3	0	0	0	0	0	0
MSH6	1249	1126	1351	1041	847	0	1094
FBXO11	1279	1251	1115	1924	1306	0	1778
RPL36AP15	1	1	1	3	2	0	6
AC079807.3	0	0	0	0	0	0	0
AC079807.2	18	12	9	28	12	0	22
AC079807.1	0	0	0	0	0	0	0
AC079807.4	0	0	0	0	0	0	0
RN7SKP224	0	0	0	0	0	1	0
FOXN2	434	325	460	517	399	13	557
RNU4-49P	0	0	0	0	0	0	0
PPP1R21	512	532	634	539	1180	2	1255
STON1	288	315	232	121	110	0	135
STON1-GTF2A1L	0	1	0	0	1	0	2
GTF2A1L	0	0	0	0	0	0	0
LHCGR	23	33	42	1	70	0	27
AC073082.3	0	0	0	0	0	0	0
TCEB2P3	0	0	0	0	0	0	0
CTBP2P5	1	0	0	0	0	0	0
FSHR	0	1	0	0	0	0	1
AC078994.2	0	0	0	0	0	0	0
SNORA75	6	7	7	9	11	9	5
NRXN1	148	165	155	0	0	1	31
AC009234.1	0	0	0	0	0	0	0
AC009234.2	0	0	0	0	0	0	0
AC007560.2	0	0	0	0	0	0	0
AC007560.1	91	67	85	105	82	0	86
AC007682.2	0	0	0	0	0	0	0
AC007682.1	0	0	0	0	0	0	0
AC007680.2	0	0	0	0	0	0	0
AC007402.1	0	0	0	0	0	0	0
AC080091.1	0	0	0	0	0	0	0
CRYGGP	0	0	0	0	0	0	0
AC097463.2	0	0	0	0	0	0	0
AC097463.1	0	0	0	0	0	0	0
ZNF863P	0	0	0	0	0	0	0
AC087073.1	0	0	0	0	0	0	0
AC139712.1	0	0	0	0	0	0	0
AC139712.4	0	0	0	0	0	0	0
AC139712.2	4	7	7	0	7	0	3
FTH1P6	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0
AC010967.2	0	0	0	0	0	0	0
AC010967.3	0	0	0	0	0	0	0
AC010967.1	0	0	0	0	0	0	0
AC069157.1	0	0	0	0	0	2	0
GPR75-ASB3	32	25	30	29	20	217	24
AC008064.1	0	0	0	0	0	0	0
ASB3	0	3	1	2	0	0	2
CHAC2	66	69	89	23	13	0	21
ERLEC1	1669	1563	1704	2977	1965	0	2823
MIR3682	8	5	4	6	0	0	4
GPR75	33	38	56	63	79	32	47
PSME4	888	1303	1172	2839	1208	3	1844
AC008280.5	20	16	30	11	17	0	18
AC008280.1	0	0	0	1	0	0	0
HMGB1P31	3	0	8	13	6	0	6
AC008280.3	0	0	0	0	0	0	0
ACYP2	394	288	264	79	45	1	75
RNU7-172P	0	0	0	0	0	0	0
TSPYL6	0	1	0	0	1	1	0
C2orf73	9	13	13	4	24	0	51
SPTBN1	9885	11316	12425	7464	10474	11	15090
AC092839.3	0	0	0	0	0	0	0
AC092839.1	1	1	0	0	2	0	0
AC092839.4	0	0	0	0	0	0	0
AC093110.3	48	36	34	23	33	0	73
EML6	356	387	267	242	377	6	377
AC104781.1	0	0	0	0	0	10	1
RNU7-81P	0	0	0	0	0	0	0
RTN4	10368	6370	7645	5525	1510	179	3559
AC093165.1	1	0	0	0	0	0	0
CLHC1	160	78	110	134	169	1	169
AC012358.7	11	1	2	8	10	0	2
AC012358.4	16	10	10	14	16	0	14
RPS27A	2107	1609	1371	2174	1738	0	1621
MTIF2	496	377	500	938	748	0	692
PRORSD1P	55	20	27	57	74	0	53
CCDC88A	813	917	1114	331	571	406	817
AC012358.8	15	6	19	13	10	195	23
BTF3P5	189	165	146	182	157	0	179
AC019198.1	0	0	0	0	0	0	0
CCDC104	726	539	633	1626	897	0	1106
SMEK2	1963	1845	2124	3320	2264	0	2588
SNORA12	3	3	0	6	3	0	4
PNPT1	447	501	495	840	625	19	844
EFEMP1	2377	1498	2294	4597	1318	0	5283
RN7SKP208	0	0	0	0	0	3	0
AC011306.2	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0
AC011306.1	0	0	0	0	0	0	0
AC007743.1	6	8	8	73	421	0	173
CCDC85A	34	25	48	241	754	0	510
RNA5SP93	0	0	0	0	0	0	0
AC008173.1	0	0	0	0	0	0	0
RP11-443I9.1	0	0	0	0	0	0	0
RP11-127H13.1	0	0	0	0	0	0	0
CTD-2026C7.1	1	0	1	0	0	0	0
VRK2	193	181	251	401	320	1	356
AC073215.1	0	0	0	0	3	0	0
FANCL	583	447	408	320	195	0	283
EIF3FP3	919	658	774	1269	1027	0	856
AC007250.4	0	0	1	0	0	0	0
AC007092.1	2	11	2	1	2	0	2
AC007238.1	359	266	268	338	280	0	324
AC007131.1	0	0	1	0	0	1	0
AC007131.2	0	0	0	0	0	0	0
AC007131.3	0	0	0	0	0	0	0
AC007179.1	0	0	0	0	0	0	0
RP11-569H17.1	0	0	0	0	0	0	0
AC007179.2	0	0	0	0	0	0	0
RNA5SP94	0	0	0	0	0	0	0
AC007381.3	0	0	0	0	1	0	2
AC007381.2	0	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0	0
BCL11A	90	30	39	2	56	17	43
AC009970.1	0	0	0	0	0	0	0
RN7SL361P	0	0	0	0	0	1	0
RP11-416L21.2	6	0	1	0	0	1	0
RP11-416L21.1	0	0	0	0	0	3	0
ATP1B3P1	232	389	135	98	19	11	53
PAPOLG	382	358	345	796	891	74	1328
AC010733.4	0	0	0	0	2	0	0
RN7SL632P	0	0	0	0	0	1	0
AC010733.7	0	0	0	0	0	0	0
REL	49	220	190	97	144	6	228
RNU4-51P	0	0	0	0	0	1	0
RP11-373L24.1	53	186	134	74	139	4	221
NONOP2	7	20	9	9	25	185	23
AC010733.5	6	7	4	3	8	0	13
PUS10	122	133	131	244	217	344	331
RNA5SP95	0	0	0	0	0	0	0
PEX13	271	230	302	568	480	0	577
KIAA1841	107	84	129	216	130	298	257
AC016747.3	141	100	95	327	205	53	259
C2orf74	0	0	0	0	0	0	0
AHSA2	1958	1955	1498	1833	2392	125	1745
USP34	2564	2562	3291	4773	3799	416	4204
RP11-479F13.1	0	0	0	0	0	4	0
AC016894.1	0	0	0	0	0	0	0
SNORA70B	0	0	0	0	0	0	0
RP11-355B11.2	21	28	22	54	53	0	43
XPO1	2210	1894	2246	3819	2415	10	3748
AC016727.1	0	0	0	0	0	0	0
RP11-355B11.1	0	0	0	0	0	0	0
AC016727.3	0	0	0	0	0	0	0
AC108039.1	0	0	0	0	0	1	0
AC108039.2	3	0	1	0	0	0	0
AC108039.3	0	0	0	1	1	0	0
FAM161A	76	90	97	463	189	0	303
RP11-681L4.1	2	0	0	5	3	0	2
CCT4	1835	1740	1706	3070	1590	4	1785
AC107081.5	1	2	2	0	2	0	3
COMMD1	369	276	248	216	255	5	261
AC018462.2	2	1	6	7	4	0	8
AC018462.3	0	0	0	0	0	0	0
RP11-270B14.1	0	0	0	0	1	0	0
B3GNT2	856	588	908	936	517	0	908
MIR5192	0	0	0	0	1	0	0
RN7SL51P	0	0	0	0	0	0	0
RP11-642D6.1	0	0	0	0	0	0	0
AC093159.1	0	1	0	0	1	0	0
RN7SL18P	0	0	0	0	0	0	0
TMEM17	146	103	150	169	108	0	133
AC107083.1	0	0	0	2	1	0	0
AC092155.1	4	0	0	0	0	0	0
PSAT1P2	1	1	0	0	0	0	0
RSL24D1P2	2	1	0	0	0	0	0
AC092155.4	69	44	39	0	0	0	0
EHBP1	1066	841	958	1001	483	0	754
AC007098.1	0	0	0	0	0	0	0
RP11-443F16.1	0	0	0	0	0	0	0
AC009501.4	21	7	7	7	3	0	12
OTX1	1	0	1	1	0	0	3
RP11-511I11.2	0	0	0	0	0	0	0
RP11-511I11.1	1	0	0	0	0	0	0
DBIL5P2	1	0	1	0	0	0	1
WDPCP	86	107	94	196	143	366	164
AC074367.1	0	0	2	0	0	0	0
AC016734.1	0	0	0	0	0	0	0
MDH1	4235	3026	3309	2437	1461	1	2210
AC016734.2	264	166	193	227	178	1	139
AC016734.3	0	0	1	0	1	0	3
AC096664.1	1	1	0	1	0	0	0
AC096664.4	0	0	0	0	0	1	0
AC096664.2	0	0	0	1	0	34	0
AC096664.3	0	0	0	1	0	0	0
UGP2	1919	1815	1946	2105	1855	0	2703
ACA59	0	2	1	3	4	0	4
VPS54	565	648	774	1379	965	4	1283
AC012368.1	0	0	3	1	1	0	0
PELI1	402	412	446	264	278	0	362
AC074289.1	65	31	34	10	8	21	16
LINC00309	0	0	0	0	0	0	0
RP11-547M24.1	0	0	0	0	0	0	0
AC114752.1	0	0	0	0	0	0	0
AC114752.3	0	0	0	0	0	0	0
MIR4433	0	0	0	0	0	0	0
AC114752.2	0	0	0	0	0	2	0
AC008074.3	9	8	8	4	5	0	7
AC008074.5	0	1	0	0	1	0	0
LGALSL	1160	761	818	488	304	0	346
AC008074.4	0	0	0	0	0	0	0
RP11-568N6.1	19	8	11	4	5	7	9
AFTPH	915	866	1068	1576	1244	0	1580
AC007365.1	1	0	0	1	0	0	0
SERTAD2	496	625	482	388	517	1	864
AC007365.3	3	3	7	4	15	0	16
AC007365.4	1	0	0	0	0	0	0
AC007365.2	0	0	0	0	0	0	0
RN7SL341P	0	0	0	0	0	0	0
AC007880.1	1	0	0	0	0	53	0
AC007386.2	0	0	0	0	0	121	0
RN7SL211P	0	0	0	0	0	0	0
AC007386.3	1	1	1	0	1	0	0
SLC1A4	1376	1090	1631	1227	293	149	290
AC007386.4	0	0	6	0	0	0	1
CEP68	512	379	538	670	763	673	979
RAB1A	2939	2678	2829	3058	2907	17	4363
AC007318.5	1121	964	1004	1468	649	12	817
ACTR2	3074	3179	3963	4582	3599	0	3971
SPRED2	558	662	593	1335	928	2	877
AC012370.2	0	0	0	0	0	0	0
AC074391.1	2	4	0	7	7	0	3
AC012370.3	0	1	0	2	4	0	2
AC007389.1	0	1	1	3	0	0	0
AC007389.2	0	0	0	0	0	0	0
RN7SL635P	0	0	0	0	0	0	0
Vault	1	0	4	2	3	0	1
AC007389.3	0	0	0	0	0	0	0
AC007389.4	0	0	0	0	0	0	0
AC007389.5	0	0	0	0	0	0	0
AC074391.2	0	0	0	0	0	0	0
AC118345.1	0	0	0	18	3	0	0
AC118345.2	0	0	0	0	0	0	0
AC092669.6	0	0	0	0	0	0	0
AC092669.2	0	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0	0
AC092669.3	0	0	0	0	0	0	0
MEIS1-AS3	3	1	2	2	0	0	0
MEIS1	2371	1383	1739	154	61	0	127
MEIS1-AS2	1	4	2	0	0	0	0
MEIS1-AS1	0	0	0	0	0	0	0
AC007392.3	44	32	18	0	0	0	0
AC007392.4	23	10	6	0	0	0	0
AC009474.1	0	0	0	0	0	0	0
AC009474.2	0	0	0	0	0	0	0
AC007403.2	0	0	2	0	0	0	0
AC007403.1	0	0	0	0	0	0	0
AC007403.3	0	0	0	0	0	0	0
AC023115.2	3	4	0	0	0	0	0
AC023115.1	5	2	2	0	0	2	0
AC078941.1	121	28	46	1	0	73	0
AC023115.4	5	2	3	0	0	0	0
ETAA1	534	379	422	632	346	0	541
AC007422.1	2	1	0	0	0	0	0
AC010987.5	0	0	0	0	0	0	0
AC010987.6	0	0	0	0	0	2	0
AC079112.1	0	0	0	0	0	0	0
C1D	328	251	241	276	143	0	215
WDR92	136	73	105	132	124	0	137
AC017083.2	0	0	0	0	0	0	0
PPP3R1	1696	1518	1642	1416	912	0	1238
PNO1	323	448	331	490	343	16	440
AC017083.1	0	0	0	0	0	0	0
AC017083.3	0	0	0	0	0	0	0
CNRIP1	334	268	268	88	94	0	128
AC015969.3	0	0	0	0	0	2	0
PLEK	130	200	831	39	224	0	165
AC127383.1	0	0	0	0	0	0	0
FBXO48	56	35	72	55	47	2	74
APLF	66	34	47	70	55	6	81
AC130709.1	0	0	0	0	0	0	0
PROKR1	16	16	31	0	1	0	0
ARHGAP25	137	117	289	76	129	1	129
AC097495.2	0	0	0	0	0	0	0
AC097495.3	0	1	0	0	0	0	0
BMP10	0	0	0	0	0	2	0
GKN2	0	0	0	0	0	0	0
GKN1	10	13	1	0	0	4	0
ANTXR1	4250	5447	5528	2712	3374	110	4303
MIR3126	0	0	0	0	0	0	0
RNA5SP96	0	0	0	0	0	0	0
RP11-85D18.1	0	0	0	0	0	2	0
GFPT1	1326	1312	1684	18231	5072	45	5663
NFU1	483	346	406	411	338	3	355
AAK1	440	573	753	1309	1251	2	1613
RN7SL604P	0	0	0	0	0	0	0
SNORA36C	0	0	0	0	0	1	0
RP11-77O7.1	0	0	0	0	0	0	0
AC092431.2	0	0	0	0	0	433	0
AC092431.1	30	24	27	44	65	80	57
AC092431.3	0	0	2	2	1	17	2
ANXA4	648	408	558	1197	878	37	1492
GMCL1	425	284	409	709	406	603	648
RP11-401N16.1	0	0	0	0	1	0	0
SNRNP27	541	376	406	462	275	1	430
MXD1	243	290	366	317	267	24	622
AC019206.1	1	0	0	0	2	0	1
ASPRV1	54	32	36	6	14	0	16
PCBP1-AS1	325	293	399	205	463	2256	339
RN7SL470P	0	0	0	0	0	2	0
PCBP1	2072	1689	1957	1018	1429	0	1127
AC016700.2	1	0	0	2	0	0	0
AC016700.3	1	0	0	0	2	0	0
AC016700.4	3	0	1	0	0	0	0
AC016700.5	8	4	8	0	9	0	0
C2orf42	210	183	178	203	256	0	275
TIA1	2130	1733	1602	2281	1754	17	2320
MIR1285-2	0	0	0	0	0	0	0
AC016700.6	0	0	0	0	1	0	0
PCYOX1	2685	2198	2924	4101	4618	0	4960
SNRPG	223	190	170	134	79	0	119
FAM136A	407	279	345	989	604	0	679
AC022201.5	0	0	0	0	0	0	0
BRD7P6	0	0	0	0	0	0	0
AC022201.4	0	0	0	0	0	0	0
TGFA	19	30	30	1072	299	18	380
AC017084.1	0	0	0	0	0	0	0
TGFA-IT1	0	0	0	0	0	0	0
ADD2	98	108	185	2	451	201	21
RP11-436H22.1	92	25	52	0	86	0	3
AC007395.3	0	0	0	0	0	0	0
FIGLA	0	0	0	0	0	0	0
HMGN2P21	0	0	0	0	0	0	0
CLEC4F	5	1	1	4	8	0	7
AC007395.4	9	2	2	0	3	0	0
CD207	6	3	3	5	7	0	7
AC007040.5	0	0	0	0	0	2	0
VAX2	11	4	9	2	3	3	0
ATP6V1B1	3	5	6	1	8	98	4
AC007040.7	0	0	0	0	0	0	1
AC007040.11	0	0	0	0	0	0	0
TCEB1P21	0	0	0	0	0	0	0
RN7SL160P	0	0	0	0	0	0	0
ANKRD53	24	33	24	1	37	0	34
TEX261	1721	1531	1880	2441	1883	0	2577
AC007040.6	1	0	0	1	0	0	0
AC007040.8	1	0	0	0	2	0	0
AC007040.2	0	0	0	0	0	0	0
AC007040.3	0	0	0	0	0	0	0
AC007040.1	0	0	0	0	0	0	0
OR7E91P	0	1	0	1	4	0	15
AC007881.5	0	0	0	0	0	0	0
AC007881.2	0	0	0	0	0	0	0
OR7E62P	0	0	0	0	0	0	1
NAGK	793	721	998	618	845	0	725
MCEE	298	194	240	123	105	1	152
AC007881.1	0	0	0	0	1	1	0
MPHOSPH10	669	542	424	756	491	90	829
AC007881.4	0	0	0	1	0	0	0
PAIP2B	125	106	132	3163	474	13	454
ZNF638	1786	1751	1727	3067	2115	31	2707
DYSF	156	150	327	595	987	16	442
AC067950.1	540	125	178	245	83	0	98
CYP26B1	175	159	133	310	888	0	504
EXOC6B	847	1112	1121	2046	561	13	687
AC006461.2	0	0	0	0	0	0	0
SPR	419	340	369	362	462	1	324
EMX1	0	0	0	0	1	0	0
SFXN5	467	424	639	171	323	584	198
RAB11FIP5	589	403	572	510	464	0	523
NOTO	1	4	0	0	0	0	0
SMYD5	413	385	374	642	482	210	447
PRADC1	251	148	241	170	160	6	179
CCT7	3595	3292	3702	2668	1935	0	2102
FBXO41	224	204	296	138	176	64	39
EGR4	6	1	5	0	0	18	0
AC074008.1	0	0	0	0	0	0	0
ALMS1	255	255	364	882	707	99	834
ALMS1-IT1	2	2	4	8	7	1	3
AC096546.1	0	0	0	0	1	0	0
NAT8	1	3	3	0	2	1	0
ALMS1P	1	3	6	1	6	4	5
AC092653.5	2	2	2	0	0	0	0
TPRKB	263	156	211	193	152	128	164
DUSP11	317	287	277	378	305	0	410
C2orf78	0	0	0	0	0	0	0
STAMBP	477	349	434	1066	720	28	882
RP11-51I5.1	1	0	0	0	0	21	0
ACTG2	1395	337	198	30	106	51	315
DGUOK	464	295	377	224	369	110	226
DGUOK-AS1	5	11	18	15	16	2	26
RNA5SP97	0	0	0	0	0	0	0
AC073046.25	0	2	3	16	6	0	6
RP11-711M9.1	0	0	3	6	8	8	2
TET3	194	205	285	391	363	17	298
FNBP1P1	25	9	18	91	56	0	88
MGC10955	3	1	1	5	5	97	3
BOLA3	133	89	121	85	38	221	73
BOLA3-AS1	94	68	102	28	46	15	75
MOB1A	752	885	1104	2160	1155	21	1384
CATX-2	0	0	0	0	0	1	0
MTHFD2	215	312	185	1782	168	35	157
RP11-287D1.3	1	2	1	2	4	1	0
SLC4A5	21	7	8	35	334	0	374
AC006030.1	0	0	0	0	0	11	0
